Feature,Importance
Area_Time_Context_Recreational_areas_Morning,0.00022428375502302455
Junction_Lane_Context_O_Shape_Undivided_Two_way,0.00021550021325813316
Cause_Collision_Context_Changing_lane_to_the_right_Rollover,0.0002140679489644459
Junction_Lane_Context_Other_Undivided_Two_way,0.00021033484823711275
Cause_Collision_Context_Getting_off_the_vehicle_improperly_Collision_with_roadside_objects,0.00021014415525259737
Weather_conditions_Other,0.0002080957504600487
Vehicle_Driver_Context_Long_lorry_Unknown,0.00020771063345109616
Cause_Collision_Context_No_priority_to_vehicle_Collision_with_pedestrians,0.00020639624691446093
Vehicle_Driver_Context_Pick_up_upto_10Q_Unknown,0.0002057475028566633
RiskDriver_Night,0.00020423193996935374
Road_surface_type_Asphalt_roads_with_some_distress,0.0002014170968873118
Road_Environment_Wet_or_damp_Darkness_no_lighting_Normal,0.00019798153777480254
Area_Time_Context_Market_areas_Evening,0.00019701888478352556
Vehicle_Driver_Context_Public_12_seats_Above_10yr,0.00018817443220791347
Cause_Collision_Context_Driving_carelessly_Unknown,0.00018636235482089578
Vehicle_Driver_Context_Motorcycle_Above_10yr,0.00018530938893120426
Cause_Collision_Context_Driving_at_high_speed_Collision_with_roadside_objects,0.00018426878016035097
Junction_Lane_Context_Y_Shape_Two_way_divided_with_solid_lines_road_marking,0.00018363996158246245
Area_accident_occured_Hospital_areas,0.00018242406102896892
Work_of_casuality_Unemployed,0.0001801854551758501
Cause_Collision_Context_Overloading_Collision_with_pedestrians,0.00017795956983445078
Type_of_vehicle_Turbo,0.00017454266310272672
Vehicle_Driver_Context_Taxi_2_5yr,0.00017350803609759427
Vehicle_Driver_Context_Taxi_Unknown,0.00016697232340185015
Cause_Collision_Context_Driving_under_the_influence_of_drugs_Collision_with_roadside_objects,0.00016494372102972843
Area_Time_Context_Hospital_areas_Evening,0.0001642889859816254
Junction_Lane_Context_Other_One_way,0.00016289029044861848
Cause_Collision_Context_Getting_off_the_vehicle_improperly_Collision_with_pedestrians,0.00016207620224876657
Vehicle_Driver_Context_Other_Below_1yr,0.00016180173779682875
Vehicle_Driver_Context_Public_12_seats_Below_1yr,0.0001584732612089004
Vehicle_Driver_Context_Public_45_seats_Unknown,0.0001584463339540486
Driver_Context_Under_18_Unknown,0.00015791287859258284
Junction_Lane_Context_Other_Double_carriageway_median,0.00015725650136776202
Cause_Collision_Context_Overturning_Collision_with_roadside_objects,0.0001558703488588005
Area_Time_Context_Unknown_Morning,0.00014620548542997326
Road_Environment_Dry_Darkness_lights_lit_Unknown,0.00014543450042748922
Vehicle_Driver_Context_Public_12_seats_Unknown,0.00014517223290260735
Area_Time_Context_Industrial_areas_Night,0.0001444676475636857
Cause_Collision_Context_No_priority_to_pedestrian_Collision_with_pedestrians,0.00014395996904988754
Area_Time_Context_School_areas_Morning,0.00014249821635153954
Defect_of_vehicle_7,0.00014073585704847428
Vehicle_Driver_Context_Taxi_Below_1yr,0.00014055329514020006
Vehicle_Driver_Context_Stationwagen_Below_1yr,0.0001400221653228179
Junction_Lane_Context_O_Shape_Two_way_divided_with_broken_lines_road_marking,0.00013840793211695874
Cause_Collision_Context_No_distancing_Rollover,0.0001371071344530168
ComplexRoad_PoorVisibility,0.00013664797198118173
Driver_Context_Unknown_Unknown,0.00013446907145919632
Junction_Lane_Context_Unknown_Double_carriageway_median,0.00012944451925038609
Area_Time_Context_Rural_village_areas_Evening,0.0001283039189683383
Vehicle_Driver_Context_Motorcycle_1_2yr,0.00012697225634016463
Night_Poor_Visibility,0.00012465792683932455
Types_of_Junction_T_Shape,0.00011825435745310575
Road_allignment_Tangent_road_with_rolling_terrain,0.00011823653478236585
Area_Time_Context_Outside_rural_areas_Evening,0.00011721021793975698
Old_Vehicle_Inexperienced_Driver,0.0001130439967027212
Road_Environment_Wet_or_damp_Daylight_Windy,0.00011169649726128786
Vehicle_Driver_Context_Public_45_seats_1_2yr,0.00011126243277789164
